EXERCICE,D_R,I_F,ORDRE_O_N,CODE_CHAPITRE,LIBELLE_CHAPITRE,CODE_SS_FONCTION,LIBELLE_SS_FONCTION,CODE_ARTICLE,LIBELLE_ARTICLE,MONTANT
2011,D,F,N,12,CHARGES DE PERSONNEL,64,Crèches et garderies,64112,"NBI,SUPPLT FAMILIAL TRAITEMENT,INDEMNITE RESIDENCE",379480
2011,D,F,N,12,CHARGES DE PERSONNEL,64,Crèches et garderies,64118,PERSONNEL TITULAIRE - AUTRES INDEMNITES,1877645
2011,D,F,N,12,CHARGES DE PERSONNEL,64,Crèches et garderies,64131,REMUNERATION PERSONNEL NON TITULAIRE,1489186
2011,D,F,N,12,CHARGES DE PERSONNEL,64,Crèches et garderies,6451,COTISATIONS A L'U.R.S.S.A.F.,1956962
2011,D,F,N,12,CHARGES DE PERSONNEL,64,Crèches et garderies,6453,COTISATIONS AUX CAISSES DE RETRAITE,2674234
2011,D,F,N,12,CHARGES DE PERSONNEL,64,Crèches et garderies,6454,COTISATIONS AUX A.S.S.E.D.I.C.,88323
2011,D,F,N,12,CHARGES DE PERSONNEL,64,Crèches et garderies,6458,COTISATIONS AUX AUTRES ORGANISMES SOCIAUX,46736
2011,D,F,N,12,CHARGES DE PERSONNEL,64,Crèches et garderies,6478,AUTRES CHARGES SOCIALES DIVERSES,27520
2011,D,F,N,12,CHARGES DE PERSONNEL,64,Crèches et garderies,64832,C.P.A - FONDS DE COMPENSATION,45752
2011,D,F,N,12,CHARGES DE PERSONNEL,64,Crèches et garderies,6488,AUTRES CHARGES,389499
2011,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,6216,PERSONNEL AFFECTE PAR LE GFP DE RATTACHEMENT,0
2011,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,6331,VERSEMENT DE TRANSPORT,34890
2011,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,6332,COTISATIONS VERSEES AU F.N.A.L.,9564
2011,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,6336,COTISATIONS FONCTION PUBLIQUE TERRITORIALE,19375
2011,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,64111,REMUNERATION PERSONNEL TITULAIRE,1691983
2011,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,64112,"NBI,SUPPLT FAMILIAL TRAITEMENT,INDEMNITE RESIDENCE",63378
2011,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,64118,PERSONNEL TITULAIRE - AUTRES INDEMNITES,494687
2011,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,64131,REMUNERATION PERSONNEL NON TITULAIRE,263917
2011,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,6451,COTISATIONS A L'U.R.S.S.A.F.,359108
2011,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,6453,COTISATIONS AUX CAISSES DE RETRAITE,487973
2011,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,6454,COTISATIONS AUX A.S.S.E.D.I.C.,13711
2011,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,6458,COTISATIONS AUX AUTRES ORGANISMES SOCIAUX,13410
2011,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,6478,AUTRES CHARGES SOCIALES DIVERSES,2243
2011,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,64831,C.P.A. - INDEMNITES AUX AGENTS,0
2011,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,64832,C.P.A - FONDS DE COMPENSATION,8472
2011,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,6488,AUTRES CHARGES,76339
2011,D,F,N,12,CHARGES DE PERSONNEL,823,Espaces verts urbains,6331,VERSEMENT DE TRANSPORT,174785
2011,D,F,N,12,CHARGES DE PERSONNEL,823,Espaces verts urbains,6332,COTISATIONS VERSEES AU F.N.A.L.,48462
2011,D,F,N,12,CHARGES DE PERSONNEL,823,Espaces verts urbains,6336,COTISATIONS FONCTION PUBLIQUE TERRITORIALE,97122
2011,D,F,N,12,CHARGES DE PERSONNEL,823,Espaces verts urbains,64111,REMUNERATION PERSONNEL TITULAIRE,9487905
2011,D,F,N,12,CHARGES DE PERSONNEL,823,Espaces verts urbains,64112,"NBI,SUPPLT FAMILIAL TRAITEMENT,INDEMNITE RESIDENCE",428956
2011,D,F,N,12,CHARGES DE PERSONNEL,823,Espaces verts urbains,64118,PERSONNEL TITULAIRE - AUTRES INDEMNITES,2126246
2011,D,F,N,12,CHARGES DE PERSONNEL,823,Espaces verts urbains,64131,REMUNERATION PERSONNEL NON TITULAIRE,248909
2011,D,F,N,12,CHARGES DE PERSONNEL,823,Espaces verts urbains,6451,COTISATIONS A L'U.R.S.S.A.F.,1701828
2011,D,F,N,12,CHARGES DE PERSONNEL,823,Espaces verts urbains,6453,COTISATIONS AUX CAISSES DE RETRAITE,2754283
2011,D,F,N,12,CHARGES DE PERSONNEL,823,Espaces verts urbains,6454,COTISATIONS AUX A.S.S.E.D.I.C.,15227
2011,D,F,N,12,CHARGES DE PERSONNEL,823,Espaces verts urbains,6458,COTISATIONS AUX AUTRES ORGANISMES SOCIAUX,9256
2011,D,F,N,12,CHARGES DE PERSONNEL,823,Espaces verts urbains,6478,AUTRES CHARGES SOCIALES DIVERSES,32389
2011,D,F,N,12,CHARGES DE PERSONNEL,823,Espaces verts urbains,64832,C.P.A - FONDS DE COMPENSATION,47795
2011,D,F,N,12,CHARGES DE PERSONNEL,823,Espaces verts urbains,6488,AUTRES CHARGES,448242
2011,R,F,N,13,ATTENUATION DE CHARGE,20,Administration générale de la collectivité,6419,REMBOURSEMENTS SUR REMUNERATIONS DU PERSONNEL,318500
2011,R,F,N,13,ATTENUATION DE CHARGE,20,Administration générale de la collectivité,6459,REMBOURSEMENTS CHARGES SECURITE SOCIALE-PREVOYANCE,257000
2011,R,F,N,13,ATTENUATION DE CHARGE,20,Administration générale de la collectivité,6489,REMB TITRE FONDS COMPENSATION CESSATION PROGRESSIVE ACTIVITE,30000
2011,D,F,N,14,ATTENUATION DE PRODUIT,1,Services généraux opérations non ventilables,7391172,DEGREVEMENT TAXE HABITATION SUR LOGEMENTS VACANTS,50000
2011,D,F,N,14,ATTENUATION DE PRODUIT,20,Administration générale de la collectivité,739118,AUTRES REVERSEMENTS DE FISCALITE,10000
2011,D,F,N,14,ATTENUATION DE PRODUIT,520,Interventions sociales - services communs,7396,REVERSEMENT SUR IMPOTS SUR LES SPECTACLES (CCAS),116667
2011,D,I,N,20,DEPENSES IMPREVUES INVESTISSEMENT,1,Services généraux opérations non ventilables,20,DEPENSES IMPREVUES INVESTISSEMENT,226886
2011,R,I,O,21,VIREMENT DE LA SECTION FONCTIONNEMENT,1,Services généraux opérations non ventilables,21,VIREMENT DE LA SECTION FONCTIONNEMENT,30177343
2011,D,F,N,22,DEPENSES IMPREVUES,1,Services généraux opérations non ventilables,22,DEPENSES IMPREVUES,1355816
2011,D,F,O,23,VIREMENT A LA SECTION D'INVESTISSEMENT,1,Services généraux opérations non ventilables,23,VIREMENT A LA SECTION D'INVESTISSEMENT,30177343
2011,R,I,N,24,PRODUIT DES CESSIONS,1,Services généraux opérations non ventilables,24,PRODUIT DES CESSIONS,500000
2011,R,I,N,24,PRODUIT DES CESSIONS,20,Administration générale de la collectivité,24,PRODUIT DES CESSIONS,2000000
2011,R,I,N,24,PRODUIT DES CESSIONS,824,Autres opérations d'aménagement urbain,24,PRODUIT DES CESSIONS,4500000
2011,D,I,O,40,OPERATIONS D'ORDRE DE TRANSFERT ENTRE SECTION,1,Services généraux opérations non ventilables,192,DIFFERENCES/REALISATIONS IMMOBILISAT POST 01.01.97,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,192,DIFFERENCES/REALISATIONS IMMOBILISAT POST 01.01.97,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2111,TERRAINS NUS,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2113,TERRAINS AMENAGES AUTRES QUE VOIRIE,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2118,AUTRES TERRAINS,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,21312,BATIMENTS SCOLAIRES,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,21318,AUTRES BATIMENTS PUBLICS,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2132,IMMEUBLES DE RAPPORT,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2141,CONSTRUCTION SUR SOLS D AUTRUI - BATIMENTS PUBLICS,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2182,MATERIEL DE TRANSPORT,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2183,MATERIEL DE BUREAU ET MATERIEL INFORMATIQUE,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2184,MOBILIER,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2188,AUTRES IMMOBILISATIONS CORPORELLES,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,261,TITRES DE PARTICIPATION,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,28031,AMORTISSEMENT DES FRAIS D'ETUDES,0
2011,D,I,O,40,OPERATIONS D'ORDRE DE TRANSFERT ENTRE SECTION,1,Services généraux opérations non ventilables,28033,AMORTISSEMENT IMMOBILISATION / FRAIS D'INSERTION,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,28033,AMORTISSEMENT DES FRAIS D'INSERTION,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,280411,AMORT. SUBV. EQPT ORG. PUB. - ETAT,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,280414,AMORT. SUBV. EQPT ORG. PUB - COMMUNES,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2804141,AMORT. SUBV. EQPT ORG. PUB. COMMUNES MEMBRES GFP,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,280415,AMORT. SUBV. EQPT ORG. PUB. - GPTS DE COLLEC.,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2804151,AMORT. SUBV. EQPT ORG. PUB. - GTPS COLLEC.- GFP RATTACHEMENT,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2804158,AMORT. SUBV. EQPT ORG. PUB. GTPS COLLEC.- AUTRES GROUPEMENTS,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2804162,AMORT. SUBV. EQPT ORG. PUB. ETABLIS. ET SERV RATTACHES -CCAS,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2804163,AMORT. SUBV. EQPT ORG. PUB. ETAB. & SERV. -  CARACTERE ADM,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,280417,AMORT. SUBV. EQPT ORG. PUB. - AUTRES ETABL. PUBLICS LOCAUX,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,280418,AMORT. SUBV. EQPT ORG. PUB. - AUTRES ORG. PUBLICS,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,28042,AMORT. SUBV. EQPT AUX PERSONNES DE DROIT PRIVE,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,280441,AMORT. SUBV. EQPT EN NATURE - ORGANISMES PUBLICS,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,280442,AMORT. SUBV. EQPT EN NATURE - PERSONNES DROIT PRIVE,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2805,AMORT. CONCESSIONS ET DROITS SIMILAIRES,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,28135,"AMORT. INSTALLATIONS GENERALES, AGENCTS, AMENAGTS CONSTR",0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,28158,"AMORT. AUTRES INSTALLATIONS, MATERIEL & OUTILLAGE TECHNIQUES",0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,28181,"AMORT. INSTALLATIONS GENERALES, AMENAGEMENTS DIVERS",0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,28182,AMORT. MATERIEL DE TRANSPORT,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,28183,AMORT. MATERIEL DE BUREAU ET MATERIEL INFORMATIQUE,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,28184,AMORT. MOBILIER,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,28185,AMORT. CHEPTEL,0
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,28188,AMORT. - AUTRES IMMOBILISATIONS CORPORELLES,15000000
2011,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,4817,PENALITES DE RENEGOCIATION DE DETTE,135000
2011,D,I,O,40,OPERATIONS D'ORDRE DE TRANSFERT ENTRE SECTION,20,Administration générale de la collectivité,2184,MOBILIER,0
2011,D,I,O,40,OPERATIONS D'ORDRE DE TRANSFERT ENTRE SECTION,20,Administration générale de la collectivité,2188,AUTRES IMMOBILISATIONS CORPORELLES,500000
2011,D,I,O,40,OPERATIONS D'ORDRE DE TRANSFERT ENTRE SECTION,20,Administration générale de la collectivité,2313,CONSTRUCTIONS,0
2011,R,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,1328,AUTRES SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES,3000000
2011,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,168751,AUTRES DETTES / GFP DE RATTACHEMENT,2000000
2011,R,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,168751,AUTRES DETTES - GFP DE RATTACHEMENT,2000000
2011,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,202,"FRAIS LIES A LA REALISATION DE DOCUMENTS URBANISME, CADASTRE",0
2011,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2031,FRAIS D'ETUDES,400000
2011,R,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2031,FRAIS D'ETUDES,2500000
2011,R,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2033,FRAIS D'INSERTION,500000
2011,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,20442,SUBVENTIONS D'EQUIPEMENT EN NATURE/PERSONNES DE DROIT PRIVE,1500000
2011,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,205,"CONCESSIONS & DROITS SIMILAIRES, BREVETS, LICENCES LOGICIEL.",0
2011,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2111,TERRAINS NUS,4300000
2011,R,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2111,TERRAINS NUS,1500000
2011,R,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2113,TERRAINS AMENAGES AUTRES QUE VOIRIE,0
2011,R,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,21318,AUTRES BATIMENTS PUBLICS,0
2011,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2135,"INSTALLATIONS GENERALES, AGENCEMENTS, AMENAGT CONSTRUCTIONS",0
2011,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2138,AUTRES CONSTRUCTIONS,0
2011,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2158,AUTRES INSTALLATIONS MATERIEL OUTILLAGE TECHNIQUES,0
2011,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2183,MATERIEL DE BUREAU ET MATERIEL INFORMATIQUE,0
2011,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2184,MOBILIER,0
2011,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2188,AUTRES IMMOBILISATIONS CORPORELLES,0
2011,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2312,TERRAINS-IMMOBILISATIONS EN COURS,0
2011,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2313,CONSTRUCTIONS,13760000
2011,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2315,"INSTALLATIONS, MATERIEL OUTILLAGE TECHNIQUES",0
2011,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2316,RESTAURATION DES COLLECTIONS ET OEUVRES D'ART,0
2011,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2318,AUTRES IMMOBILISATIONS CORPORELLES EN COURS,0
2011,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,237,AVANCES VERSEES SUR COMMANDES IMMOBILISATIONS INCORPORELLES,0
2011,R,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,237,AVANCES ET ACOMPTES IMMOBILISATIONS INCORPORELLES,400000
2011,R,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,238,AVANCES ET ACOMPTES IMMOBILISATIONS CORPORELLES,10760000
2011,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,276351,AUTRES CREANCES IMMOBILISEES / GFP DE RATTACHEMENT,2000000
2011,R,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,276351,AUTRES CREANCES IMMOBILISEES - GFP DE RATTACHEMENT,3300000
2011,R,I,O,41,OPERATIONS PATRIMONIALES,322,Musées,2313,CONSTRUCTIONS,0
2011,D,I,O,41,OPERATIONS PATRIMONIALES,322,Musées,2762,CREANCES SUR TRANSFERT DE DROIT A DEDUCTION T.V.A.,0
2011,D,F,O,42,OPERATIONS D'ORDRE DE TRANSFERT ENTRE SECTION,1,Services généraux opérations non ventilables,675,VALEURS COMPTABLES DES IMMOBILISATIONS CEDEES,0
2011,D,F,O,42,OPERATIONS D'ORDRE DE TRANSFERT ENTRE SECTION,1,Services généraux opérations non ventilables,676,DIFFERENCES/REALISATIONS (+) TRANSF EN INVESTISST,0
2011,D,F,O,42,OPERATIONS D'ORDRE DE TRANSFERT ENTRE SECTION,1,Services généraux opérations non ventilables,6811,DOTATIONS  AMORTISSEMENTS IMMO INCORPORELLES ET CORPORELLES,15000000
2011,D,F,O,42,OPERATIONS D'ORDRE DE TRANSFERT ENTRE SECTION,1,Services généraux opérations non ventilables,6862,DOTATIONS AMORTISSEMENTS CHARGES FINANCIERES A REPARTIR,135000
2011,R,F,O,42,OPERATIONS D'ORDRE DE TRANSFERT ENTRE SECTION,1,Services généraux opérations non ventilables,776,DIFFERENCES/REALISATIONS(+) REPRISES CPTE RESULTAT,0
2011,R,F,O,42,OPERATIONS D'ORDRE DE TRANSFERT ENTRE SECTION,1,Services généraux opérations non ventilables,7811,REPRISES SUR AMORTISSEMENTS IMMO INCORPORELLES & CORPORELLES,0
2011,R,F,O,42,OPERATIONS D'ORDRE DE TRANSFERT ENTRE SECTION,20,Administration générale de la collectivité,722,TRAVAUX EN REGIE,500000
2011,R,I,N,10,"DOTATIONS, FONDS DIVERS ET RESERVES",1,Services généraux opérations non ventilables,10222,F.C.T.V.A.,8919000
2011,R,I,N,10,"DOTATIONS, FONDS DIVERS ET RESERVES",1,Services généraux opérations non ventilables,1068,EXCEDENT DE FONCTIONNEMENT CAPITALISE,0
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,20,Administration générale de la collectivité,1321,SUBVENTION D'EQUIPEMENT NON TRANSFERABLE ETAT,0
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,20,Administration générale de la collectivité,1323,SUBVENTION EQUIPEMENT NON TRANSFERABLE DEPARTEMENT,0
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,20,Administration générale de la collectivité,1328,AUTRES SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES,0
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,23,"Information, communication, publicité",1322,SUBVENTION D'EQUIPEMENT NON TRANSFERABLE REGION,0
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,48,Autres actions de coopération décentralisée,13251,SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES GFP RATTACHEMENT,77000
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,213,Classes regroupées,1321,SUBVENTION D'EQUIPEMENT NON TRANSFERABLE ETAT,626000
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,213,Classes regroupées,1322,SUBVENTION D'EQUIPEMENT NON TRANSFERABLE REGION,0
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,213,Classes regroupées,1323,SUBVENTION EQUIPEMENT NON TRANSFERABLE DEPARTEMENT,685693
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,213,Classes regroupées,1328,AUTRES SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES,314500
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,321,Bibliothèques et médiathèques,1321,SUBVENTION D'EQUIPEMENT NON TRANSFERABLE ETAT,0
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,322,Musées,1321,SUBVENTION D'EQUIPEMENT NON TRANSFERABLE ETAT,0
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,322,Musées,1322,SUBVENTION D'EQUIPEMENT NON TRANSFERABLE REGION,1327000
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,322,Musées,1323,SUBVENTION EQUIPEMENT NON TRANSFERABLE DEPARTEMENT,1522575
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,322,Musées,1327,SUBVENTION EUROPE ET FONDS STRUCTURELS,150000
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,324,Entretien du Patrimoine culturel,1321,SUBVENTION D'EQUIPEMENT NON TRANSFERABLE ETAT,283750
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,324,Entretien du Patrimoine culturel,1322,SUBVENTION D'EQUIPEMENT NON TRANSFERABLE REGION,133710
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,324,Entretien du Patrimoine culturel,1323,SUBVENTION EQUIPEMENT NON TRANSFERABLE DEPARTEMENT,102540
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,324,Entretien du Patrimoine culturel,1328,AUTRES SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES,96500
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,33,Action culturelle,1321,SUBVENTION D'EQUIPEMENT NON TRANSFERABLE ETAT,42500
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,33,Action culturelle,1322,SUBVENTION D'EQUIPEMENT NON TRANSFERABLE REGION,1296500
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,33,Action culturelle,1323,SUBVENTION EQUIPEMENT NON TRANSFERABLE DEPARTEMENT,500660
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,33,Action culturelle,13251,SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES GFP RATTACHEMENT,250000
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,33,Action culturelle,1327,SUBVENTION EUROPE ET FONDS STRUCTURELS,1320000
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,411,"Salles de sport, gymnases",1321,SUBVENTION D'EQUIPEMENT NON TRANSFERABLE ETAT,35500
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,411,"Salles de sport, gymnases",1322,SUBVENTION D'EQUIPEMENT NON TRANSFERABLE REGION,518600
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,411,"Salles de sport, gymnases",1323,SUBVENTION EQUIPEMENT NON TRANSFERABLE DEPARTEMENT,228600
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,411,"Salles de sport, gymnases",1327,SUBVENTION EUROPE ET FONDS STRUCTURELS,300000
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,422,Autres activités pour les jeunes,1321,SUBVENTION D'EQUIPEMENT NON TRANSFERABLE ETAT,156000
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,422,Autres activités pour les jeunes,1322,SUBVENTION D'EQUIPEMENT NON TRANSFERABLE REGION,469000
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,422,Autres activités pour les jeunes,1323,SUBVENTION EQUIPEMENT NON TRANSFERABLE DEPARTEMENT,0
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,422,Autres activités pour les jeunes,1327,SUBVENTION EUROPE ET FONDS STRUCTURELS,225000
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,422,Autres activités pour les jeunes,1328,AUTRES SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES,654000
2011,R,I,N,13,SUBVENTIONS INVESTISSEMENT,510,Santé - services communs,1322,SUBVENTION D'EQUIPEMENT NON TRANSFERABLE REGION,0
